case,activity,startTime,user,issue_type,request_type,priority,assignee,security,project,ma
Case01-2143,Open,2022-08-19 10:15:44.064,User_16,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2145,First assigned,2022-08-19 12:59:24.984,User_14,Query,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-2145,Closed,2022-08-19 13:06:22.739,User_537,Query,ReqType_27,Low,Assignee_5,Security_13,Project_1,M
Case01-2145,Waiting validation,2022-08-19 13:01:15.455,User_3,Query,ReqType_27,Low,Assignee_5,Security_13,Project_1,A
Case01-2145,Resolved,2022-08-19 13:01:13.089,User_14,Query,ReqType_27,Low,Assignee_5,Security_13,Project_1,M
Case01-2145,In Progress,2022-08-19 12:59:27.190,User_14,Query,ReqType_27,Low,Assignee_5,Security_13,Project_1,M
Case01-2145,Open,2022-08-19 12:22:14.472,User_537,Query,ReqType_27,Low,Assignee_5,Security_13,Project_1,M
Case01-2146,First assigned,2022-08-20 19:40:45.779,User_3,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-2146,Closed,2022-08-22 17:53:49.796,User_191,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2146,Waiting validation,2022-08-20 19:40:46.889,User_3,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,A
Case01-2146,Resolved,2022-08-20 19:40:45.044,User_2,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2146,In Progress,2022-08-20 19:40:43.493,User_2,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2146,Open,2022-08-19 15:47:04.952,User_191,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,First assigned,2022-08-20 19:43:10.477,User_51,Incident,ReqType_13,Low,Assignee_8,Security_3,Project_1,M
Case01-2147,Change in request type,2022-08-20 19:43:19.459,User_157,Incident,ReqType_13,Low,Assignee_8,Security_3,Project_1,M
Case01-2147,Change in request type,2022-08-20 19:43:15.542,User_3,Incident,ReqType_4,Low,Assignee_5,Security_3,Project_1,M
Case01-2147,Closed,2022-08-26 15:19:33.994,User_13,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,Waiting validation,2022-08-24 10:26:26.398,User_3,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,A
Case01-2147,Resolved,2022-08-24 10:26:23.981,User_2,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,In Progress,2022-08-24 10:06:32.933,User_3,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,A
Case01-2147,Resolution Rejected,2022-08-24 10:06:28.877,User_13,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,Waiting validation,2022-08-23 19:28:04.466,User_3,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,A
Case01-2147,Resolved,2022-08-23 19:28:02.406,User_2,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,In Progress,2022-08-23 19:28:00.699,User_2,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,Under development,2022-08-20 19:43:12.965,User_2,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,In Progress,2022-08-20 19:43:11.667,User_2,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2147,Open,2022-08-19 16:21:53.928,User_13,Incident,ReqType_13,Low,Assignee_1,Security_8,Project_1,M
Case01-2148,First assigned,2022-08-20 12:27:42.798,User_51,Incident,ReqType_13,Low,Assignee_8,Security_3,Project_1,M
Case01-2148,Closed,2022-08-30 08:27:47.324,User_3,Incident,ReqType_45,Low,Assignee_12,Security_8,Project_1,A
Case01-2148,Waiting validation,2022-08-25 11:27:04.678,User_3,Incident,ReqType_45,Low,Assignee_12,Security_8,Project_1,A
Case01-2148,Resolved,2022-08-25 11:27:02.581,User_222,Incident,ReqType_45,Low,Assignee_12,Security_8,Project_1,M
Case01-2148,In Progress,2022-08-25 11:23:36.984,User_222,Incident,ReqType_45,Low,Assignee_12,Security_8,Project_1,M
Case01-2148,Open,2022-08-19 17:54:37.378,User_519,Incident,ReqType_45,Low,Assignee_12,Security_8,Project_1,M
Case01-2150,First assigned,2022-08-19 19:49:23.526,User_3,Incident,ReqType_13,Low,Assignee_8,Security_3,Project_1,M
Case01-2150,Closed,2022-08-24 07:02:40.578,User_3,Incident,ReqType_16,Low,Assignee_8,Security_8,Project_1,A
Case01-2150,Waiting validation,2022-08-19 19:55:12.459,User_3,Incident,ReqType_16,Low,Assignee_8,Security_8,Project_1,A
Case01-2150,Resolved,2022-08-19 19:55:10.393,User_51,Incident,ReqType_16,Low,Assignee_8,Security_8,Project_1,M
Case01-2150,In Progress,2022-08-19 19:49:25.998,User_51,Incident,ReqType_16,Low,Assignee_8,Security_8,Project_1,M
Case01-2150,Open,2022-08-19 18:40:01.919,User_538,Incident,ReqType_16,Low,Assignee_8,Security_8,Project_1,M
Case01-2153,Change in request type,2022-09-06 15:24:34.203,User_104,Query,ReqType_28,Low,Assignee_6,Security_7,Project_2,M
Case01-2153,First assigned,2022-08-19 22:53:41.253,User_9,Query,ReqType_13,Low,Assignee_8,Security_3,Project_1,M
Case01-2153,Closed,2022-08-24 07:02:39.770,User_3,Query,ReqType_34,Low,Assignee_8,Security_1,Project_1,A
Case01-2153,Waiting validation,2022-08-19 23:49:28.953,User_3,Query,ReqType_34,Low,Assignee_8,Security_1,Project_1,A
Case01-2153,Resolved,2022-08-19 23:49:26.887,User_51,Query,ReqType_34,Low,Assignee_8,Security_1,Project_1,M
Case01-2153,In Progress,2022-08-19 22:53:47.433,User_51,Query,ReqType_34,Low,Assignee_8,Security_1,Project_1,M
Case01-2153,Open,2022-08-19 22:52:34.197,User_3,Query,ReqType_34,Low,Assignee_8,Security_1,Project_1,A
Case01-2154,First assigned,2022-08-22 12:32:28.507,User_37,Incident,ReqType_28,Low,Assignee_6,Security_7,Project_2,M
Case01-2154,Closed,2022-08-25 09:33:36.881,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2154,Waiting validation,2022-08-22 12:32:32.263,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2154,Resolved,2022-08-22 12:32:30.221,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2154,In Progress,2022-08-22 12:32:27.437,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2154,Open,2022-08-22 09:22:22.984,User_13,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2155,First assigned,2022-08-22 13:02:54.816,User_37,Query,ReqType_28,Low,Assignee_6,Security_7,Project_2,M
Case01-2155,Closed,2022-08-23 14:27:33.992,User_539,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2155,Waiting validation,2022-08-23 14:24:46.972,User_3,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,A
Case01-2155,Resolved,2022-08-23 14:24:45.000,User_14,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2155,In Progress,2022-08-23 14:24:43.548,User_14,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2155,Waiting for user,2022-08-23 12:56:24.965,User_14,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2155,In Progress,2022-08-23 09:52:35.364,User_3,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,A
Case01-2155,Waiting for user,2022-08-23 09:35:56.561,User_14,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2155,In Progress,2022-08-22 15:29:03.323,User_3,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,A
Case01-2155,Waiting for user,2022-08-22 13:06:51.546,User_14,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2155,In Progress,2022-08-22 13:02:53.766,User_14,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2155,Open,2022-08-22 11:09:44.109,User_539,Query,ReqType_12,Low,Assignee_5,Security_6,Project_1,M
Case01-2156,First assigned,2022-08-22 13:02:00.951,User_3,Incident,ReqType_28,Low,Assignee_6,Security_7,Project_2,M
Case01-2156,Closed,2022-08-25 10:03:29.047,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2156,Waiting validation,2022-08-22 13:02:41.614,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2156,Resolved,2022-08-22 13:02:39.648,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2156,In Progress,2022-08-22 13:02:02.922,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2156,Open,2022-08-22 11:56:40.719,User_13,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2158,Change in person assigned,2022-09-28 16:51:44.478,User_37,Query,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2158,Moved ticket,2022-08-22 13:15:42.164,User_37,Query,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2158,Change in person assigned,2022-07-01 12:11:50.241,User_37,Query,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2158,Change in person assigned,2022-07-01 12:11:45.404,User_158,Query,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2158,First assigned,2022-06-27 10:57:54.090,User_104,Query,ReqType_28,Low,Assignee_6,Security_7,Project_2,M
Case01-2158,Closed,2022-09-09 12:07:23.342,User_3,Query,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2158,Waiting validation,2022-09-06 15:06:19.708,User_3,Query,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2158,Resolved,2022-09-06 15:06:17.442,User_14,Query,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2158,In Progress,2022-09-06 09:00:42.829,User_3,Query,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2158,Escalated,2022-06-28 13:38:03.743,User_3,Query,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2158,In Progress,2022-06-27 10:57:55.261,User_40,Query,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2158,Open,2022-06-23 11:32:55.207,User_174,Query,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2160,Moved ticket,2022-08-22 16:45:10.665,User_3,Request,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2160,First assigned,2022-08-23 08:39:12.310,User_37,Request,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2160,Closed,2022-09-05 15:09:08.868,User_540,Request,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2160,Waiting validation,2022-09-05 14:40:22.059,User_3,Request,ReqType_4,Low,Assignee_5,Security_13,Project_1,A
Case01-2160,Resolved,2022-09-05 14:40:20.000,User_14,Request,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2160,In Progress,2022-09-05 14:40:16.506,User_14,Request,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2160,Waiting for approval,2022-08-23 09:59:48.685,User_14,Request,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2160,In Progress,2022-08-23 09:59:03.034,User_14,Request,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2160,Open,2022-08-22 16:30:35.871,User_540,Request,ReqType_4,Low,Assignee_5,Security_13,Project_1,M
Case01-2166,First assigned,2022-08-23 11:29:39.858,User_37,Query,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2166,Closed,2022-08-29 07:25:39.741,User_3,Query,ReqType_36,Low,Assignee_1,Security_12,Project_1,A
Case01-2166,Waiting validation,2022-08-24 10:25:20.023,User_3,Query,ReqType_36,Low,Assignee_1,Security_12,Project_1,A
Case01-2166,Resolved,2022-08-24 10:25:17.629,User_2,Query,ReqType_36,Low,Assignee_1,Security_12,Project_1,M
Case01-2166,In Progress,2022-08-24 10:15:30.783,User_3,Query,ReqType_36,Low,Assignee_1,Security_12,Project_1,A
Case01-2166,Escalated,2022-08-23 11:31:44.275,User_3,Query,ReqType_36,Low,Assignee_1,Security_12,Project_1,A
Case01-2166,In Progress,2022-08-23 11:29:39.124,User_2,Query,ReqType_36,Low,Assignee_1,Security_12,Project_1,M
Case01-2166,Open,2022-08-23 11:09:40.073,User_542,Query,ReqType_36,Low,Assignee_1,Security_12,Project_1,M
Case01-217,First assigned,2022-04-13 14:35:45.173,User_37,Request,ReqType_4,Medium,Assignee_6,Security_1,Project_2,M
Case01-217,Closed,2022-04-13 16:31:39.150,User_17,Request,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-217,Waiting validation,2022-04-13 15:45:50.559,User_3,Request,ReqType_4,Medium,Assignee_5,Security_3,Project_1,A
Case01-217,Resolved,2022-04-13 15:45:48.483,User_14,Request,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-217,In Progress,2022-04-13 15:45:46.438,User_14,Request,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-217,Open,2022-04-13 14:04:34.571,User_17,Request,ReqType_4,Medium,Assignee_5,Security_3,Project_1,M
Case01-2170,First assigned,2022-08-23 15:45:36.272,User_37,Request,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2170,Closed,2022-08-23 16:00:48.769,User_57,Request,ReqType_17,Low,Assignee_1,Security_8,Project_1,M
Case01-2170,Waiting validation,2022-08-23 15:49:53.402,User_3,Request,ReqType_17,Low,Assignee_1,Security_8,Project_1,A
Case01-2170,Resolved,2022-08-23 15:49:50.938,User_2,Request,ReqType_17,Low,Assignee_1,Security_8,Project_1,M
Case01-2170,In Progress,2022-08-23 15:45:37.435,User_2,Request,ReqType_17,Low,Assignee_1,Security_8,Project_1,M
Case01-2170,Open,2022-08-23 15:38:56.815,User_57,Request,ReqType_17,Low,Assignee_1,Security_8,Project_1,M
Case01-2172,First assigned,2022-08-23 19:32:41.591,User_3,Incident,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2172,Closed,2022-08-26 16:01:33.207,User_3,Incident,ReqType_13,Low,Assignee_1,Security_15,Project_1,A
Case01-2172,Waiting validation,2022-08-23 19:32:42.914,User_3,Incident,ReqType_13,Low,Assignee_1,Security_15,Project_1,A
Case01-2172,Resolved,2022-08-23 19:32:40.974,User_2,Incident,ReqType_13,Low,Assignee_1,Security_15,Project_1,M
Case01-2172,In Progress,2022-08-23 19:32:39.846,User_2,Incident,ReqType_13,Low,Assignee_1,Security_15,Project_1,M
Case01-2172,Open,2022-08-23 17:18:47.495,User_413,Incident,ReqType_13,Low,Assignee_1,Security_15,Project_1,M
Case01-2173,Change in request type,2022-08-23 19:35:57.273,User_159,Request,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2173,First assigned,2022-08-23 19:35:44.733,User_6,Request,ReqType_4,Low,Assignee_6,Security_1,Project_2,M
Case01-2173,Closed,2022-08-24 17:18:31.848,User_16,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,M
Case01-2173,Waiting validation,2022-08-24 15:19:07.254,User_3,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,A
Case01-2173,Resolved,2022-08-24 15:19:05.009,User_2,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,M
Case01-2173,In Progress,2022-08-24 15:19:03.878,User_2,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,M
Case01-2173,Pending supplier,2022-08-24 15:01:23.720,User_2,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,M
Case01-2173,In Progress,2022-08-24 13:58:33.672,User_3,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,A
Case01-2173,Pending supplier,2022-08-23 19:35:47.372,User_2,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,M
Case01-2173,In Progress,2022-08-23 19:35:45.747,User_2,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,M
Case01-2173,Open,2022-08-23 17:21:45.640,User_16,Request,ReqType_1,Low,Assignee_1,Security_8,Project_1,M
Case01-2175,First assigned,2022-08-24 08:24:37.391,User_2,Request,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,Change in request type,2022-08-24 01:56:45.068,User_2,Request,ReqType_14,Low,Assignee_1,Security_1,Project_1,A
Case01-2175,Closed,2022-08-25 16:24:50.948,User_258,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,Waiting validation,2022-08-25 08:19:36.844,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-2175,Resolved,2022-08-25 08:19:34.649,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,In Progress,2022-08-24 23:22:24.779,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-2175,Resolution Rejected,2022-08-24 23:22:22.176,User_258,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,Waiting validation,2022-08-24 21:29:36.674,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-2175,Resolved,2022-08-24 21:29:34.192,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,In Progress,2022-08-24 18:57:59.656,User_299,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,Waiting for approval,2022-08-24 08:24:36.063,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,In Progress,2022-08-24 08:24:34.298,User_2,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,M
Case01-2175,Open,2022-08-24 01:56:41.876,User_3,Request,ReqType_53,Low,Assignee_1,Security_1,Project_1,A
Case01-2176,First assigned,2022-08-24 09:54:01.945,User_159,Incident,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2176,Moved ticket,2022-08-24 09:26:23.215,User_3,Incident,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2176,Closed,2022-08-25 10:07:56.497,User_273,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2176,Waiting validation,2022-08-25 08:54:19.016,User_3,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,A
Case01-2176,Resolved,2022-08-25 08:54:16.691,User_14,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2176,In Progress,2022-08-25 08:54:15.281,User_14,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2176,Open,2022-08-24 09:23:48.861,User_273,Incident,ReqType_4,Low,Assignee_5,Security_15,Project_1,M
Case01-2177,First assigned,2022-08-24 09:44:25.898,User_2,Incident,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2177,Change in request type,2022-08-24 09:44:37.217,User_159,Incident,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2177,Closed,2022-08-31 09:47:19.806,User_13,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2177,Waiting validation,2022-08-30 13:44:12.508,User_3,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,A
Case01-2177,Resolved,2022-08-30 13:44:10.331,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2177,In Progress,2022-08-30 13:44:09.206,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2177,Pending supplier,2022-08-24 09:53:46.623,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2177,In Progress,2022-08-24 09:50:43.995,User_3,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,A
Case01-2177,Pending supplier,2022-08-24 09:44:49.127,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2177,In Progress,2022-08-24 09:44:29.309,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2177,Open,2022-08-24 09:33:57.336,User_13,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2178,First assigned,2022-08-24 09:54:16.473,User_2,Incident,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2178,Closed,2022-08-26 15:32:36.689,User_13,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2178,Waiting validation,2022-08-25 11:04:48.121,User_3,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,A
Case01-2178,Resolved,2022-08-25 11:04:45.814,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2178,In Progress,2022-08-25 11:04:44.295,User_14,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2178,Open,2022-08-24 09:45:54.072,User_13,Incident,ReqType_4,Low,Assignee_5,Security_8,Project_1,M
Case01-2179,First assigned,2022-08-24 10:39:52.379,User_159,Incident,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2179,Change in request type,2022-08-24 10:41:20.318,User_3,Incident,ReqType_14,Low,Assignee_1,Security_1,Project_1,M
Case01-2179,Closed,2022-09-06 11:42:32.309,User_13,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2179,Waiting validation,2022-09-02 12:47:59.743,User_3,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,A
Case01-2179,Resolved,2022-09-02 12:47:57.575,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2179,In Progress,2022-09-02 12:47:56.090,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2179,Under development,2022-08-24 10:39:54.733,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2179,In Progress,2022-08-24 10:39:53.586,User_2,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-2179,Open,2022-08-24 09:55:34.705,User_13,Incident,ReqType_24,Low,Assignee_1,Security_8,Project_1,M
Case01-218,Change in person assigned,2022-04-13 14:13:33.119,User_159,Incident,ReqType_14,Medium,Assignee_1,Security_1,Project_1,M
Case01-218,Change in person assigned,2022-04-13 14:15:42.793,User_3,Incident,ReqType_14,Medium,Assignee_1,Security_1,Project_1,M
